candidate_id,composition,control_effort_normalized2_s,estimated_tracking_orientation_final_rad,estimated_tracking_orientation_p95_rad,estimated_tracking_orientation_rmse_rad,estimated_tracking_position_final_m,estimated_tracking_position_p95_m,estimated_tracking_position_rmse_m,experiment,force_direction,force_estimation_mae_n,force_estimation_rmse_n,group_violation_max_n,metric_window_end_s,metric_window_start_s,mode,modulation_amplitude,modulation_frequency_hz,moment_direction,moment_estimation_mae_nm,moment_estimation_rmse_nm,observer_orientation_rmse_rad,observer_position_rmse_m,relative_scale,seed,slew_violation_max_fraction,solver_max_iter_status_fraction,solver_nonstandard_status_fraction,solver_time_median_ms,solver_time_p95_ms,stage,static_allocation,thruster_saturation_fraction,tracking_orientation_final_rad,tracking_orientation_p95_rad,tracking_orientation_rmse_rad,tracking_position_final_m,tracking_position_p95_m,tracking_position_rmse_m,wrench_fx_bias_n,wrench_fx_rmse_n,wrench_fy_bias_n,wrench_fy_rmse_n,wrench_fz_bias_n,wrench_fz_rmse_n,wrench_mx_bias_nm,wrench_mx_rmse_nm,wrench_my_bias_nm,wrench_my_rmse_nm,wrench_mz_bias_nm,wrench_mz_rmse_nm
force_x_s35,force_only,30.400776517150796,0.03795378503748586,0.05632051488264577,0.03262341979262714,0.048465523408976544,0.057499312641916274,0.04176676780641685,applicability_screening,"[1.0, 0.0, 0.0]",0.009354575973192449,0.009586054959107882,0.0,45.0,15.0,ignore,0.0,0.0,"[0.0, 0.0, 0.0]",0.0003026578130864995,0.0003415064678577123,0.01081632823737042,0.013444216545834812,0.35,0,0.0,0.84,0.0,16.173958429135382,19.42384975263849,screening,"{'active_constraints': ['thruster_3', 'thruster_4'], 'balance_residual_norm': 1.7347592848005454e-18, 'basis_wrench': [1.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.14425729642639962, 0.15392768196057183], 'lambda_max': 0.2691738217844549, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.12975171812514139, 0.13942210365931357, 0.00967038553417218, 0.0, 0.00483519276708609, 0.00483519276708609, 0.0, 0.00483519276708609, 0.00483519276708609, 0.0]}",0.0,0.048886958213531444,0.06566457259239955,0.03710304838838486,0.05095099892325365,0.05872019310064565,0.04022935698355604,0.009179152735123305,0.009429386024996609,0.0006544018369125712,0.0016331861112015653,-3.3063392425813536e-05,0.0005584191945248438,2.386252695616259e-05,0.00011097313996266363,0.0001479595584462981,0.00022433681772068587,0.0001812432503140134,0.00023234591025114582
force_x_s35,force_only,27.16329683271543,0.05459075156206064,0.060249796905729715,0.032964933513226186,0.026281496291840796,0.052430208259796766,0.03163017564393901,applicability_screening,"[1.0, 0.0, 0.0]",0.008983514625808358,0.00917812121929933,0.0,45.0,15.0,estimate,0.0,0.0,"[0.0, 0.0, 0.0]",0.00031046461505593694,0.0003500841270028935,0.010841569599181684,0.012295903602345996,0.35,0,0.0,0.8211111111111111,0.0,16.186833498068154,18.903795501682904,screening,"{'active_constraints': ['thruster_3', 'thruster_4'], 'balance_residual_norm': 1.7347592848005454e-18, 'basis_wrench': [1.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.14425729642639962, 0.15392768196057183], 'lambda_max': 0.2691738217844549, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.12975171812514139, 0.13942210365931357, 0.00967038553417218, 0.0, 0.00483519276708609, 0.00483519276708609, 0.0, 0.00483519276708609, 0.00483519276708609, 0.0]}",0.0,0.0656230222145095,0.0692289370516325,0.03674958975579761,0.02992166050055642,0.060924851500183404,0.03431623147045661,0.008748974532331985,0.00898202131242175,0.0002477460338113427,0.0017194148238163487,-0.00020511662947808915,0.000777698478200044,1.0446611647591031e-05,0.00010967041686186764,0.00014597409885685187,0.0002391605385705343,0.00016888510221540703,0.00023094053874401143
force_x_s55,force_only,41.503263368063166,0.026230251898701675,0.06271920428427843,0.036873620184465425,0.03889832751924125,0.1025767042406343,0.06371797883149401,applicability_screening,"[1.0, 0.0, 0.0]",0.011968508355050303,0.011982116562217053,0.0,45.0,15.0,ignore,0.0,0.0,"[0.0, 0.0, 0.0]",0.00033569560293168646,0.00037171200632108207,0.010835483491242434,0.010043158974945784,0.55,0,0.0,0.9388888888888889,0.0,17.104437574744225,20.594370982144028,screening,"{'active_constraints': ['thruster_3', 'thruster_4'], 'balance_residual_norm': 1.7347592848005454e-18, 'basis_wrench': [1.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.14425729642639962, 0.15392768196057183], 'lambda_max': 0.2691738217844549, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.12975171812514139, 0.13942210365931357, 0.00967038553417218, 0.0, 0.00483519276708609, 0.00483519276708609, 0.0, 0.00483519276708609, 0.00483519276708609, 0.0]}",0.0001388888888888889,0.03047725302864087,0.07324581519235214,0.03527278633772682,0.031243930810745797,0.09662043329014079,0.0601478240820807,0.011834433645268295,0.011854195658113442,-0.0008942881128513537,0.001452104481764538,-0.000899951354822602,0.0009698222433827505,4.162153423770049e-05,0.00013659516640157111,0.0001115971206399011,0.00018624742781932666,0.00020950580407402543,0.0002912446940111629
force_x_s55,force_only,41.79188502378344,0.05736214102034583,0.05519169077526298,0.030531589604866072,0.02214066615035491,0.17174883474718897,0.07074636947478206,applicability_screening,"[1.0, 0.0, 0.0]",0.011353035452258048,0.011400882968671852,0.0,45.0,15.0,estimate,0.0,0.0,"[0.0, 0.0, 0.0]",0.00031031075288804537,0.0003403895561833845,0.010842058949444735,0.010843514745002166,0.55,0,0.0,0.8766666666666667,0.0,16.90962491557002,20.330118911806494,screening,"{'active_constraints': ['thruster_3', 'thruster_4'], 'balance_residual_norm': 1.7347592848005454e-18, 'basis_wrench': [1.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.14425729642639962, 0.15392768196057183], 'lambda_max': 0.2691738217844549, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.12975171812514139, 0.13942210365931357, 0.00967038553417218, 0.0, 0.00483519276708609, 0.00483519276708609, 0.0, 0.00483519276708609, 0.00483519276708609, 0.0]}",0.0,0.06785309260462125,0.060425312220767746,0.032954812378699676,0.023175799669383067,0.16910835499512497,0.07073797575848144,0.011067002937339991,0.011141486978208055,-0.0012861317315191105,0.0019483679737469788,-0.0013547529717823359,0.0014322229640141048,6.512362314029298e-05,0.00014499266016094643,0.000132540573876747,0.0002023538013854572,0.00017507058388257615,0.0002321532199281946
force_y_s35,force_only,31.800218775966698,0.050169894167399316,0.06145924298897087,0.027847436910689256,0.05640099773247964,0.11522633008648125,0.05410313463786024,applicability_screening,"[0.0, 1.0, 0.0]",0.010321190806170302,0.010610946426195455,0.0,45.0,15.0,ignore,0.0,0.0,"[0.0, 0.0, 0.0]",0.00033233405516178334,0.0003461196440139642,0.01083149772868924,0.015383312487076781,0.35,0,0.0,0.8755555555555555,0.023333333333333334,12.985875131562352,16.172683425247666,screening,"{'active_constraints': ['group_1'], 'balance_residual_norm': 0.0, 'basis_wrench': [0.0, 1.0, 0.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.2238621644804581, 0.0], 'lambda_max': 0.2238621644804581, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11193108224022905, 0.11193108224022905, 0.0, 0.0, 0.0, 0.0]}",0.0,0.048419211187227605,0.06281190111682874,0.029109691864418828,0.07458432761210446,0.126661747785504,0.059661824800583164,0.0021309320486188684,0.002492201457797564,0.009990150198547331,0.010257021204505648,0.0008161183693061795,0.0010838043936353442,3.805356642821804e-05,0.00016147551943561947,0.00015250789799562203,0.0002229231721876038,0.00014826259864247286,0.00020983260923213568
force_y_s35,force_only,28.517985087213134,0.017394302566752323,0.052524161722293024,0.027452086521256896,0.02291611896396977,0.04042674055362833,0.026742068180527125,applicability_screening,"[0.0, 1.0, 0.0]",0.009610689427487022,0.009763924034953068,0.0,45.0,15.0,estimate,0.0,0.0,"[0.0, 0.0, 0.0]",0.00030189815015716057,0.0003398888057602863,0.010792102131791789,0.013195968784222425,0.35,0,0.0,0.8411111111111111,0.0,12.545499484986067,14.357108366675673,screening,"{'active_constraints': ['group_1'], 'balance_residual_norm': 0.0, 'basis_wrench': [0.0, 1.0, 0.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.2238621644804581, 0.0], 'lambda_max': 0.2238621644804581, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11193108224022905, 0.11193108224022905, 0.0, 0.0, 0.0, 0.0]}",0.0,0.020716981265132592,0.049004570519213884,0.029002530037821956,0.0326976263559377,0.057006558221314216,0.03602796432364032,0.001343031647988785,0.002394852415268372,0.009252758634809548,0.009395527500593385,0.0007953541997355007,0.0011501988762865538,-9.120028106995397e-07,0.0001191000845723095,0.00016131774053809082,0.00025864608580767755,0.00014147876284892143,0.0001855849466750734
force_y_s55,force_only,46.328193277520455,0.11242158916131047,0.2506982330476334,0.11850973722823373,0.17006149263337444,0.4092430001573285,0.19003545062096872,applicability_screening,"[0.0, 1.0, 0.0]",0.013608286701993356,0.013634600953899467,0.0,45.0,15.0,ignore,0.0,0.0,"[0.0, 0.0, 0.0]",0.00038390930665060285,0.00040732730202959537,0.01085946075135082,0.0109827349963068,0.55,0,0.0,0.8344444444444444,0.16111111111111112,14.192916103638709,18.869849829934534,screening,"{'active_constraints': ['group_1'], 'balance_residual_norm': 0.0, 'basis_wrench': [0.0, 1.0, 0.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.2238621644804581, 0.0], 'lambda_max': 0.2238621644804581, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11193108224022905, 0.11193108224022905, 0.0, 0.0, 0.0, 0.0]}",0.0001388888888888889,0.11323295503785258,0.2512114878989519,0.11931089269414318,0.16937614731429354,0.40495859152168073,0.18945116918247223,0.0019166262989849185,0.0023668440562214558,0.01336338898860302,0.013381087226952627,-0.0004051758313782206,0.001116645427291328,9.917174530645748e-05,0.00019703050905524203,0.00012195385097165413,0.00024456512612629466,0.00016694926145207505,0.00025938852820233006
force_y_s55,force_only,51.007243547473266,0.28590489330943963,0.4001789580590832,0.1897942400558291,0.3160142847906802,0.3860465874938899,0.21895621489772882,applicability_screening,"[0.0, 1.0, 0.0]",0.013536500780463031,0.013570925694411753,0.0,45.0,15.0,estimate,0.0,0.0,"[0.0, 0.0, 0.0]",0.0005097760221779311,0.000595079171316266,0.010936515961406946,0.012339951011682065,0.55,0,0.0,0.6322222222222222,0.35555555555555557,13.768250588327646,17.819864605553448,screening,"{'active_constraints': ['group_1'], 'balance_residual_norm': 0.0, 'basis_wrench': [0.0, 1.0, 0.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.2238621644804581, 0.0], 'lambda_max': 0.2238621644804581, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11193108224022905, 0.11193108224022905, 0.0, 0.0, 0.0, 0.0]}",0.0,0.287882686365899,0.4057858718785374,0.1918608171772783,0.31524592944872254,0.3773102155288964,0.21822183547928908,0.0023203917162181852,0.0029271799886892757,0.01314692343968232,0.013169486154342465,-0.00026204482439631886,0.001471827417751228,0.00012903984550683963,0.00033873615975370995,4.359349111893822e-05,0.00037392795306716905,1.1673802133776654e-05,0.0003155232481525886
force_z_s35,force_only,32.51412593670457,0.0018022562602824804,0.03626306095958736,0.016707643341076973,0.015459061930894576,0.0788880821931511,0.04898624986406793,applicability_screening,"[0.0, 0.0, 1.0]",0.010931858808918777,0.011126356848889,0.0,45.0,15.0,ignore,0.0,0.0,"[0.0, 0.0, 0.0]",0.0003392016256513227,0.00036569375201829583,0.01078817971549269,0.016444023382193685,0.35,0,0.0,0.8711111111111111,0.0,13.380083022639155,15.832733327988533,screening,"{'active_constraints': ['thruster_11', 'thruster_12'], 'balance_residual_norm': 0.0, 'basis_wrench': [0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.1339178571287908, 0.1339178571287908], 'lambda_max': 0.2678357142575816, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1339178571287908, 0.1339178571287908]}",0.0,0.011957334585220091,0.03825943562490189,0.02224357603774355,0.02447831573335342,0.09393068299124624,0.0555322772290199,0.002469622329073513,0.0029532245890551167,0.002776892660345281,0.0036799392320117762,0.009969996062976761,0.010076325148789112,1.0545788243672223e-05,0.00016214983322264758,0.00015535679972934792,0.0002390023285255425,0.00010740800549975213,0.00022431504365613792
force_z_s35,force_only,34.89161909949705,0.022056641221152033,0.03037262095419022,0.0188979284060263,0.04056412156380381,0.054391907239307216,0.03560797674942665,applicability_screening,"[0.0, 0.0, 1.0]",0.01029441309402859,0.010336814159241143,0.0,45.0,15.0,estimate,0.0,0.0,"[0.0, 0.0, 0.0]",0.00031598965181810006,0.0003471185343270809,0.010762352095922795,0.014944964342003236,0.35,0,0.0,0.8677777777777778,0.0,12.902187532745302,14.921372907701878,screening,"{'active_constraints': ['thruster_11', 'thruster_12'], 'balance_residual_norm': 0.0, 'basis_wrench': [0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 'group_totals_n': [0.1339178571287908, 0.1339178571287908], 'lambda_max': 0.2678357142575816, 'lambda_unit': 'N', 'thruster_forces_n': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1339178571287908, 0.1339178571287908]}",0.0,0.031341503655311034,0.038463663633369415,0.026851239225025414,0.05606240430582509,0.07591849565824066,0.04603677707967316,0.0021476801494194706,0.003023797385984065,0.001281260399604047,0.00260914388704382,0.009500887617832066,0.009534083307162045,4.7406252555705935e-05,0.00014072824185373144,0.00013425592735037315,0.0002255784924015981,0.000159597760292826,0.00022316178567120454
